#,Peptide,Score,Prediction results,Hemolysis Conc (ug/ml),Hemolysis 
4374,"car_4320",0.2585789,No,50.0,No
4375,"car_4321",0.11120772,No,50.0,No
4376,"car_4322",0.028743863,No,50.0,No
4377,"car_4323_1_49",7.641854e-05,No,50.0,No
4378,"car_4323_26_59",0.0001938641,No,50.0,No
4379,"car_4323_51_59",0.018842876,No,50.0,No
4380,"car_4324",0.071017236,No,50.0,No
4381,"car_4325",0.50476354,Yes,50.0,Yes
4382,"car_4326",0.033681482,No,50.0,No
4383,"car_4327",0.008935183,No,50.0,No
4384,"car_4328",0.0021244287,No,50.0,No
4385,"car_4329",0.04896629,No,50.0,No
4386,"car_4330",0.003106892,No,50.0,No
4387,"car_4331",0.118689,No,50.0,No
4388,"car_4332",0.06096694,No,50.0,No
4389,"car_4333",0.06176707,No,50.0,No
4390,"car_4334",0.078853995,No,50.0,No
4391,"car_4335",0.008162618,No,50.0,No
4392,"car_4336",0.06445092,No,50.0,No
4393,"car_4337",0.053380072,No,50.0,No
4394,"car_4338",0.10597223,No,50.0,No
4395,"car_4339",0.20349249,No,50.0,No
4396,"car_4340",0.077987164,No,50.0,No
4397,"car_4341",0.035536736,No,50.0,No
4398,"car_4342",0.03893304,No,50.0,No
4399,"car_4343",0.06570622,No,50.0,No
4400,"car_4344",0.9443315,Yes,50.0,No
4401,"car_4345",0.25844347,No,50.0,No
4402,"car_4346",0.017503351,No,50.0,No
4403,"car_4347",0.06633434,No,50.0,No
4404,"car_4348",0.3411557,No,50.0,No
4405,"car_4349",0.09414968,No,50.0,No
4406,"car_4350_1_49",7.954137e-06,No,50.0,Yes
4407,"car_4350_26_68",0.0019288361,No,50.0,No
4408,"car_4350_51_68",0.51385725,Yes,50.0,No
4409,"car_4351",0.041574955,No,50.0,No
4410,"car_4352",0.12553012,No,50.0,No
4411,"car_4353",0.019661367,No,50.0,No
4412,"car_4354",0.70854604,Yes,50.0,No
4413,"car_4355",0.5754748,Yes,50.0,No
4414,"car_4356",0.08992398,No,50.0,No
4415,"car_4357",0.10104364,No,50.0,No
4416,"car_4358",0.23586798,No,50.0,No
4417,"car_4359",0.052544743,No,50.0,No
4418,"car_4360",0.04699558,No,50.0,No
4419,"car_4361",0.103756756,No,50.0,Yes
4420,"car_4362",0.00796026,No,50.0,No
4421,"car_4363",0.082003504,No,50.0,Yes
4422,"car_4364",0.08147755,No,50.0,No
4423,"car_4365",0.0843156,No,50.0,No
4424,"car_4366",0.0828141,No,50.0,No
4425,"car_4367",0.0006316304,No,50.0,No
4426,"car_4368",0.031570315,No,50.0,No
4427,"car_4369",0.13689652,No,50.0,Yes
4428,"car_4370",0.8096864,Yes,50.0,Yes
4429,"car_4371",0.056876272,No,50.0,Yes
4430,"car_4372",0.17291597,No,50.0,No
4431,"car_4373",0.14667264,No,50.0,No
4432,"car_4374",0.06787944,No,50.0,No
4433,"car_4375",0.035610914,No,50.0,No
4434,"car_4376",0.08137062,No,50.0,No
4435,"car_4377",0.024408579,No,50.0,No
4436,"car_4378",0.0856109,No,50.0,No
4437,"car_4379",0.6022836,Yes,50.0,No
4438,"car_4380",0.020353317,No,50.0,No
4439,"car_4381",0.08436823,No,50.0,No
4440,"car_4382",0.0925588,No,50.0,No
4441,"car_4383",0.026973605,No,50.0,Yes
4442,"car_4384",0.04074329,No,50.0,No
4443,"car_4385",0.028871119,No,50.0,No
4444,"car_4386",0.06643295,No,50.0,No
4445,"car_4387",0.18593886,No,50.0,No
4446,"car_4388",0.58741903,Yes,50.0,No
4447,"car_4389",0.02738759,No,50.0,No
4448,"car_4390",0.16836613,No,50.0,No
4449,"car_4391",0.00069880486,No,50.0,No
4450,"car_4392",0.011268467,No,50.0,No
4451,"car_4393",0.07007861,No,50.0,No
4452,"car_4394",0.10021222,No,50.0,No
4453,"car_4395",0.08749959,No,50.0,No
4454,"car_4396",0.07028702,No,50.0,No
4455,"car_4397",0.96902853,Yes,50.0,Yes
4456,"car_4398",0.0075573623,No,50.0,No
4457,"car_4399",0.34565383,No,50.0,No
4458,"car_4400",0.083817124,No,50.0,No
4459,"car_4401",0.16659537,No,50.0,No
4460,"car_4402",0.0037294924,No,50.0,No
4461,"car_4403",0.08506861,No,50.0,No
4462,"car_4404",0.044557095,No,50.0,No
4463,"car_4405",0.30492723,No,50.0,No
4464,"car_4406",0.15304032,No,50.0,Yes
4465,"car_4407",0.43448687,No,50.0,No
4466,"car_4408",0.41929522,No,50.0,No
4467,"car_4409",0.052024454,No,50.0,No
4468,"car_4410",0.032447517,No,50.0,Yes
4469,"car_4411",0.06568542,No,50.0,No
4470,"car_4412",0.056217074,No,50.0,No
4471,"car_4413",0.57352513,Yes,50.0,No
4472,"car_4414",0.5207638,Yes,50.0,No
4473,"car_4415",0.065788746,No,50.0,No
4474,"car_4416",0.0002669692,No,50.0,No
4475,"car_4417",0.00054192543,No,50.0,Yes
4476,"car_4418",0.77186,Yes,50.0,No
4477,"car_4419",0.15933198,No,50.0,No
4478,"car_4420",0.15921369,No,50.0,No
4479,"car_4421",0.045178622,No,50.0,No
4480,"car_4422",0.035027534,No,50.0,No
4481,"car_4423",0.039265215,No,50.0,No
4482,"car_4424",0.038029224,No,50.0,No
4483,"car_4425",0.52589893,Yes,50.0,No
4484,"car_4426",0.65793765,Yes,50.0,No
4485,"car_4427",0.000715971,No,50.0,No
4486,"car_4428",0.1356957,No,50.0,No
4487,"car_4429",0.08923519,No,50.0,No
4488,"car_4430",0.0015202761,No,50.0,No
4489,"car_4431",0.03405866,No,50.0,No
4490,"car_4432",0.09463048,No,50.0,No
4491,"car_4433",0.12899882,No,50.0,No
4492,"car_4434",0.027902186,No,50.0,No
4493,"car_4435",0.13649407,No,50.0,No
4494,"car_4436",0.09716362,No,50.0,No
4495,"car_4437",0.034661233,No,50.0,No
4496,"car_4438",0.046702296,No,50.0,No
4497,"car_4439",0.00080135465,No,50.0,No
4498,"car_4440",0.5653641,Yes,50.0,No
4499,"car_4441",0.059723943,No,50.0,No
4500,"car_4442",0.033061475,No,50.0,No
4501,"car_4443",0.0021555126,No,50.0,No
4502,"car_4444",0.004058361,No,50.0,No
4503,"car_4445",0.4118765,No,50.0,No
4504,"car_4446",0.30848932,No,50.0,No
4505,"car_4447",0.028405309,No,50.0,No
4506,"car_4448",0.011474878,No,50.0,No
4507,"car_4449",0.15683338,No,50.0,No
4508,"car_4450",0.101697534,No,50.0,No
4509,"car_4451",0.15034968,No,50.0,No
4510,"car_4452",0.0052936673,No,50.0,No
4511,"car_4453",0.18044487,No,50.0,No
4512,"car_4454",0.0529041,No,50.0,No
4513,"car_4455",0.018407166,No,50.0,No
4514,"car_4456",0.051209927,No,50.0,No
4515,"car_4457",0.027945846,No,50.0,No
4516,"car_4458",0.4729189,No,50.0,No
4517,"car_4459",0.0059293807,No,50.0,No
4518,"car_4460",0.011340648,No,50.0,No
4519,"car_4461",0.22404501,No,50.0,No
4520,"car_4462",0.014990449,No,50.0,No
4521,"car_4463",0.04700005,No,50.0,No
4522,"car_4464",0.24996,No,50.0,No
4523,"car_4465",0.08869845,No,50.0,No
4524,"car_4466",0.1881254,No,50.0,No
4525,"car_4467",0.16704184,No,50.0,No
4526,"car_4468",0.09795782,No,50.0,No
4527,"car_4469",0.08515635,No,50.0,No
4528,"car_4470",0.0062669516,No,50.0,No
4529,"car_4471",0.08531621,No,50.0,No
4530,"car_4472",0.68730116,Yes,50.0,No
4531,"car_4473",0.0076090395,No,50.0,No
4532,"car_4474",0.36425057,No,50.0,No
4533,"car_4475",0.14516142,No,50.0,No
4534,"car_4476",0.054908156,No,50.0,No
4535,"car_4477",0.020652443,No,50.0,No
4536,"car_4478",0.06773871,No,50.0,No
4537,"car_4479",0.07796532,No,50.0,No
4538,"car_4480",0.35047823,No,50.0,No
4539,"car_4481",0.019055247,No,50.0,No
4540,"car_4482",0.24767473,No,50.0,No
4541,"car_4483",0.046069086,No,50.0,No
4542,"car_4484",0.11908692,No,50.0,No
4543,"car_4485",0.0069937706,No,50.0,No
4544,"car_4486",0.11572203,No,50.0,Yes
4545,"car_4487",0.011836439,No,50.0,Yes
4546,"car_4488",0.08768138,No,50.0,No
4547,"car_4489",0.08499694,No,50.0,No
4548,"car_4490",0.012744993,No,50.0,No
4549,"car_4491",0.11132997,No,50.0,No
4550,"car_4492",0.03184426,No,50.0,Yes
4551,"car_4493",0.090061694,No,50.0,No
4552,"car_4494",0.15328288,No,50.0,No
4553,"car_4495",0.04985574,No,50.0,No
4554,"car_4496",0.12998179,No,50.0,No
4555,"car_4497",0.008473784,No,50.0,No
4556,"car_4498",0.36465514,No,50.0,No
4557,"car_4499",0.063097686,No,50.0,No
4558,"car_4500",0.0071726143,No,50.0,No
4559,"car_4501",0.06182176,No,50.0,No
4560,"car_4502",0.024750113,No,50.0,No
4561,"car_4503",0.00031092763,No,50.0,No
4562,"car_4504",0.0276137,No,50.0,No
4563,"car_4505",0.04900813,No,50.0,No
4564,"car_4506",0.020757139,No,50.0,No
4565,"car_4507",0.16374725,No,50.0,No
4566,"car_4508",0.06733698,No,50.0,No
4567,"car_4509",0.5067967,Yes,50.0,No
4568,"car_4510",0.30766398,No,50.0,No
4569,"car_4511",0.0294137,No,50.0,No
4570,"car_4512",0.02904749,No,50.0,No
4571,"car_4513",0.20333514,No,50.0,No
4572,"car_4514",0.3620463,No,50.0,No
4573,"car_4515",0.08573899,No,50.0,No
4574,"car_4516",0.1419386,No,50.0,No
4575,"car_4517",0.025755435,No,50.0,No
4576,"car_4518",0.011634052,No,50.0,No
4577,"car_4519",0.12696293,No,50.0,No
4578,"car_4520",0.038476765,No,50.0,No
4579,"car_4521",0.96358097,Yes,50.0,No
4580,"car_4522",0.5437048,Yes,50.0,No
4581,"car_4523",0.20411274,No,50.0,No
4582,"car_4524",0.06069547,No,50.0,No
4583,"car_4525_1_49",0.12558758,No,50.0,No
4584,"car_4525_26_74",0.9064211,Yes,50.0,No
4585,"car_4525_51_77",0.7740488,Yes,50.0,No
4586,"car_4525_76_77",0.15763134,No,50.0,No
4587,"car_4526",0.13310272,No,50.0,No
4588,"car_4527",0.011014819,No,50.0,No
4589,"car_4528",0.043411225,No,50.0,No
4590,"car_4529",0.08763054,No,50.0,No
4591,"car_4530",0.034448385,No,50.0,No
4592,"car_4531",0.121385604,No,50.0,No
4593,"car_4532",0.032042116,No,50.0,No
4594,"car_4533",0.03675106,No,50.0,No
4595,"car_4534",0.2022624,No,50.0,No
4596,"car_4535",0.5136069,Yes,50.0,No
4597,"car_4536",0.13030371,No,50.0,No
4598,"car_4537",0.06516665,No,50.0,No
4599,"car_4538",0.20312217,No,50.0,No
4600,"car_4539",0.018667072,No,50.0,No
4601,"car_4540",0.028976858,No,50.0,No
4602,"car_4541",0.15185243,No,50.0,No
4603,"car_4542",0.021228313,No,50.0,No
4604,"car_4543",0.08640164,No,50.0,No
4605,"car_4544",0.13913015,No,50.0,No
4606,"car_4545",0.0636386,No,50.0,No
4607,"car_4546",0.48307413,No,50.0,No
4608,"car_4547",0.050112337,No,50.0,No
4609,"car_4548",0.41479728,No,50.0,No
4610,"car_4549",0.021681875,No,50.0,No
4611,"car_4550",0.28183916,No,50.0,No
4612,"car_4551",0.2246064,No,50.0,No
4613,"car_4552",0.057702124,No,50.0,No
4614,"car_4553",0.0026530921,No,50.0,No
4615,"car_4554",0.08237481,No,50.0,Yes
4616,"car_4555",0.106074035,No,50.0,No
4617,"car_4556",0.048565537,No,50.0,No
4618,"car_4557",0.4460157,No,50.0,No
4619,"car_4558",0.85965514,Yes,50.0,No
4620,"car_4559",0.035173357,No,50.0,No
4621,"car_4560",0.1337426,No,50.0,No
4622,"car_4561",0.77611125,Yes,50.0,No
4623,"car_4562",0.13711166,No,50.0,No
4624,"car_4563",0.04823482,No,50.0,No
4625,"car_4564",0.15297091,No,50.0,No
4626,"car_4565",4.9298833e-05,No,50.0,Yes
4627,"car_4566",0.012201101,No,50.0,Yes
4628,"car_4567",0.6210132,Yes,50.0,No
4629,"car_4568",0.065448016,No,50.0,No
4630,"car_4569",0.038660854,No,50.0,No
4631,"car_4570",0.04039833,No,50.0,Yes
4632,"car_4571",0.012847036,No,50.0,No
4633,"car_4572",0.78089523,Yes,50.0,Yes
4634,"car_4573",0.13140228,No,50.0,No
4635,"car_4574",0.04389003,No,50.0,No
4636,"car_4575",0.06442633,No,50.0,No
4637,"car_4576",0.28378296,No,50.0,No
4638,"car_4577",0.21490014,No,50.0,No
4639,"car_4578",0.006512642,No,50.0,No
4640,"car_4579",0.08175403,No,50.0,No
4641,"car_4580",0.055171132,No,50.0,No
4642,"car_4581",0.006870419,No,50.0,No
4643,"car_4582",0.08363119,No,50.0,No
4644,"car_4583",0.3498534,No,50.0,No
4645,"car_4584",0.0024391413,No,50.0,No
4646,"car_4585",0.102211714,No,50.0,No
4647,"car_4586",0.025533527,No,50.0,No
4648,"car_4587",0.12141186,No,50.0,No
4649,"car_4588",0.043032855,No,50.0,No
4650,"car_4589",0.082876384,No,50.0,No
4651,"car_4590",0.037454456,No,50.0,Yes
4652,"car_4591",0.02364093,No,50.0,Yes
4653,"car_4592",0.008884698,No,50.0,No
4654,"car_4593",0.03645578,No,50.0,No
4655,"car_4594",0.034603238,No,50.0,No
4656,"car_4595",0.08375892,No,50.0,No
4657,"car_4596",0.05602935,No,50.0,No
4658,"car_4597",0.39143378,No,50.0,No
4659,"car_4598",0.04528609,No,50.0,No
4660,"car_4599",0.084130526,No,50.0,No
4661,"car_4600",0.109428465,No,50.0,No
4662,"car_4601",0.039616287,No,50.0,No
4663,"P-1506",0.5529446,Yes,50.0,No
4664,"car_4603",0.016809702,No,50.0,No
4665,"car_4604",0.023676187,No,50.0,No
4666,"car_4605",0.2898182,No,50.0,No
4667,"car_4606",0.08828509,No,50.0,No
4668,"car_4607",0.024857402,No,50.0,No
4669,"car_4608",0.0012122691,No,50.0,No
4670,"car_4609",0.14995947,No,50.0,No
4671,"car_4610",0.0042777658,No,50.0,No
4672,"car_4611",0.031032562,No,50.0,No
4673,"car_4612",0.086747736,No,50.0,No
4674,"car_4613",0.103331864,No,50.0,No
4675,"car_4614",0.9801077,Yes,50.0,No
4676,"car_4615",0.03057602,No,50.0,No
4677,"car_4616",0.21071711,No,50.0,No
4678,"car_4617",0.016991645,No,50.0,No
4679,"car_4618",0.37145063,No,50.0,No
4680,"car_4619",0.07149759,No,50.0,No
4681,"car_4620",0.89313686,Yes,50.0,No
4682,"car_4621",0.0002885759,No,50.0,No
4683,"car_4622",0.01589796,No,50.0,No
4684,"car_4623",0.16436517,No,50.0,No
4685,"car_4624",0.11754733,No,50.0,No
4686,"car_4625",0.085660785,No,50.0,No
4687,"car_4626",0.0018755794,No,50.0,No
4688,"car_4627",0.19617811,No,50.0,No
4689,"car_4628",0.043059975,No,50.0,No
4690,"car_4629",0.08144179,No,50.0,No
4691,"car_4630",0.0043433905,No,50.0,Yes
4692,"car_4631",0.047941566,No,50.0,No
4693,"car_4632",0.009932071,No,50.0,No
4694,"car_4633",0.6950507,Yes,50.0,No
4695,"car_4634",0.046378344,No,50.0,No
4696,"car_4635",0.053779513,No,50.0,No
4697,"car_4636",0.0026486814,No,50.0,No
4698,"car_4637",0.1123915,No,50.0,No
4699,"car_4638",0.07647136,No,50.0,No
4700,"car_4639",0.24669904,No,50.0,No
4701,"car_4640",0.1278067,No,50.0,No
4702,"car_4641",0.034160286,No,50.0,No
4703,"car_4642",0.058213472,No,50.0,No
4704,"car_4643",0.043447196,No,50.0,No
4705,"car_4644",0.06320527,No,50.0,No
4706,"car_4645",0.94141465,Yes,50.0,No
4707,"car_4646",0.61798954,Yes,50.0,No
4708,"car_4647",0.06586677,No,50.0,No
4709,"car_4648",0.114690006,No,50.0,No
4710,"car_4649",0.070539236,No,50.0,No
4711,"car_4650",0.0007056892,No,50.0,No
4712,"car_4651",0.031047672,No,50.0,No
4713,"car_4652",0.43369427,No,50.0,No
4714,"car_4653",0.05914083,No,50.0,No
4715,"car_4654",0.016221613,No,50.0,No
4716,"car_4655",0.017793655,No,50.0,No
4717,"car_4656",0.44351873,No,50.0,No
4718,"car_4657",0.00704211,No,50.0,No
4719,"car_4658",0.17270362,No,50.0,No
4720,"car_4659",0.0799562,No,50.0,No
4721,"car_4660",0.18440896,No,50.0,Yes
4722,"car_4661",0.050742567,No,50.0,No
4723,"car_4662",0.049242258,No,50.0,No
4724,"car_4663",0.06839603,No,50.0,No
4725,"car_4664",0.09305227,No,50.0,No
4726,"car_4665",0.16406175,No,50.0,No
4727,"car_4666",0.49619192,No,50.0,Yes
4728,"car_4667",0.037778646,No,50.0,No
4729,"car_4668",0.13072678,No,50.0,No
4730,"car_4669",0.016338438,No,50.0,No
4731,"car_4670",0.07330677,No,50.0,No
4732,"car_4671",0.1345565,No,50.0,No
4733,"car_4672",0.010173589,No,50.0,No
4734,"car_4673",0.105329365,No,50.0,Yes
4735,"car_4674",0.009918004,No,50.0,No
4736,"car_4675",0.031265408,No,50.0,No
4737,"car_4676",0.18175253,No,50.0,No
4738,"car_4677",0.06578806,No,50.0,No
4739,"car_4678",0.022631288,No,50.0,No
4740,"car_4679",0.1444008,No,50.0,No
4741,"car_4680",0.014319241,No,50.0,No
4742,"car_4681",0.579022,Yes,50.0,No
4743,"car_4682",0.5057504,Yes,50.0,No
4744,"car_4683",0.07096475,No,50.0,No
4745,"car_4684_1_49",0.0037955344,No,50.0,No
4746,"car_4684_26_64",0.0005288422,No,50.0,No
4747,"car_4684_51_64",0.016647726,No,50.0,No
4748,"car_4685",0.011489481,No,50.0,No
4749,"car_4686",0.04128477,No,50.0,No
4750,"car_4687",0.1689476,No,50.0,No
4751,"car_4688",0.0525364,No,50.0,No
4752,"car_4689_1_49",0.6457907,Yes,50.0,Yes
4753,"car_4689_26_55",0.03437054,No,50.0,No
4754,"car_4689_51_55",0.0674811,No,50.0,No
4755,"car_4690",0.023972273,No,50.0,No
4756,"car_4691",0.59452623,Yes,50.0,No
4757,"car_4692",0.015419573,No,50.0,No
4758,"car_4693",0.064863205,No,50.0,No
4759,"car_4694",0.006780952,No,50.0,No
4760,"car_4695",0.22725013,No,50.0,No
4761,"car_4696",0.0025283694,No,50.0,Yes
4762,"car_4697",0.019858241,No,50.0,No
4763,"car_4698",0.24138278,No,50.0,No
4764,"car_4699",0.2548815,No,50.0,Yes
4765,"car_4700",0.2144708,No,50.0,No
4766,"car_4701",0.054194808,No,50.0,No
4767,"car_4702",0.010574818,No,50.0,No
4768,"car_4703",0.094788045,No,50.0,No
4769,"car_4704",0.11096686,No,50.0,No
4770,"car_4705",0.44435513,No,50.0,No
4771,"car_4706",0.017236114,No,50.0,No
4772,"car_4707",0.06881338,No,50.0,No
4773,"car_4708",0.19402924,No,50.0,No
4774,"car_4709",0.049697995,No,50.0,No
4775,"car_4710",0.040387064,No,50.0,No
4776,"car_4711",0.24298584,No,50.0,No
4777,"car_4712",0.3106038,No,50.0,No
4778,"car_4713",0.36235803,No,50.0,No
4779,"car_4714",0.05567375,No,50.0,No
4780,"car_4715",0.034635305,No,50.0,No
4781,"car_4716",0.6236131,Yes,50.0,No
4782,"car_4717",0.0011026859,No,50.0,No
4783,"car_4718",0.0011301339,No,50.0,No
4784,"car_4719",0.11493194,No,50.0,No
4785,"car_4720",0.050931573,No,50.0,No
4786,"car_4721",0.0011124313,No,50.0,No
4787,"car_4722",0.013074756,No,50.0,Yes
4788,"car_4723",0.21853822,No,50.0,No
4789,"car_4724",0.012066364,No,50.0,No
4790,"car_4725",0.25186753,No,50.0,No
4791,"car_4726_1_49",0.0021112263,No,50.0,No
4792,"car_4726_26_50",0.031305403,No,50.0,No
4793,"car_4727",0.06013596,No,50.0,No
4794,"car_4728",8.587138e-06,No,50.0,Yes
4795,"car_4729",0.0041219294,No,50.0,No
4796,"car_4730",0.14134806,No,50.0,No
4797,"car_4731",0.10112485,No,50.0,No
4798,"car_4732",0.083586276,No,50.0,No
4799,"car_4733",0.0077810287,No,50.0,No
4800,"car_4734",0.0074979663,No,50.0,Yes
4801,"car_4735",0.64011645,Yes,50.0,No
4802,"car_4736",0.39486226,No,50.0,No
4803,"car_4737",0.32596216,No,50.0,No
4804,"car_4738",0.018605202,No,50.0,No
4805,"car_4739",0.01136297,No,50.0,No
4806,"car_4740",0.13738352,No,50.0,No
4807,"car_4741",0.00842157,No,50.0,No
4808,"car_4742",0.056160808,No,50.0,No
4809,"car_4743",0.68163985,Yes,50.0,No
4810,"car_4744",0.02231747,No,50.0,No
4811,"car_4745",0.23003706,No,50.0,No
4812,"car_4746",0.03728804,No,50.0,No
4813,"car_4747",0.48137003,No,50.0,Yes
4814,"car_4748",0.06276509,No,50.0,No
4815,"car_4749",0.00024217367,No,50.0,No
4816,"car_4750",0.08892897,No,50.0,No
4817,"car_4751",0.024106503,No,50.0,No
4818,"car_4752",0.5397398,Yes,50.0,No
4819,"car_4753",0.113018185,No,50.0,No
4820,"car_4754",0.070892125,No,50.0,No
4821,"car_4755",0.06266627,No,50.0,No
4822,"car_4756",0.027417988,No,50.0,No
4823,"car_4757",0.07446629,No,50.0,No
4824,"car_4758",0.30599406,No,50.0,No
4825,"car_4759",0.023981214,No,50.0,No
4826,"car_4760",0.44422907,No,50.0,No
4827,"car_4761",0.04034075,No,50.0,No
4828,"car_4762",0.06863889,No,50.0,No
4829,"car_4763",0.022270203,No,50.0,No
4830,"car_4764",0.021436185,No,50.0,No
4831,"car_4765",0.03386274,No,50.0,No
4832,"car_4766",0.15712988,No,50.0,No
4833,"car_4767",0.00028720498,No,50.0,No
4834,"car_4768",0.016813815,No,50.0,No
4835,"car_4769",0.33755636,No,50.0,No
4836,"car_4770",0.36771244,No,50.0,No
4837,"car_4771",0.03698507,No,50.0,No
4838,"car_4772",0.012470096,No,50.0,No
4839,"car_4773",0.016938388,No,50.0,No
4840,"car_4774",0.026259542,No,50.0,No
4841,"car_4775",0.7162359,Yes,50.0,No
4842,"car_4776",0.7499583,Yes,50.0,No
4843,"car_4777",0.08312863,No,50.0,No
4844,"car_4778",0.1280866,No,50.0,No
4845,"car_4779",0.42079076,No,50.0,No
4846,"car_4780",0.016420692,No,50.0,No
4847,"car_4781",0.10708615,No,50.0,No
4848,"car_4782",0.14732659,No,50.0,No
4849,"car_4783",0.032111138,No,50.0,No
4850,"car_4784",0.7068923,Yes,50.0,No
4851,"car_4785",0.90850496,Yes,50.0,Yes
4852,"car_4786",0.060714692,No,50.0,No
4853,"car_4787",0.047398567,No,50.0,No
4854,"car_4788",0.0810284,No,50.0,No
4855,"car_4789",0.019423217,No,50.0,No
4856,"car_4790",0.09216982,No,50.0,No
4857,"car_4791",0.01174888,No,50.0,No
4858,"car_4792",0.35824257,No,50.0,No
4859,"car_4793",0.0116814375,No,50.0,No
4860,"car_4794",0.9651519,Yes,50.0,No
4861,"car_4795",0.16003373,No,50.0,No
4862,"car_4796",0.13413554,No,50.0,No
4863,"car_4797",0.42346615,No,50.0,No
4864,"car_4798",0.21625924,No,50.0,No
4865,"car_4799",0.009233862,No,50.0,No
4866,"car_4800",0.99385,Yes,50.0,No
4867,"car_4801",0.045296013,No,50.0,No
4868,"car_4802",0.018617392,No,50.0,No
4869,"car_4803",0.27346006,No,50.0,No
4870,"car_4804",0.05185795,No,50.0,No
4871,"car_4805",0.012503803,No,50.0,No
4872,"car_4806",0.37934446,No,50.0,No
4873,"car_4807",0.029692978,No,50.0,No
4874,"car_4808",0.7464887,Yes,50.0,No
4875,"car_4809",0.18419862,No,50.0,No
4876,"car_4810",0.11920142,No,50.0,No
4877,"car_4811",0.009289086,No,50.0,No
4878,"car_4812",0.042723775,No,50.0,No
4879,"car_4813",0.011744112,No,50.0,No
4880,"car_4814",0.013217062,No,50.0,No
4881,"car_4815",0.11626619,No,50.0,No
4882,"car_4816",0.08932778,No,50.0,No
4883,"car_4817",0.05515513,No,50.0,No
4884,"car_4818",0.053692997,No,50.0,No
4885,"car_4819",0.046773165,No,50.0,No
4886,"car_4820",0.09711316,No,50.0,No
4887,"car_4821",0.019375682,No,50.0,No
4888,"car_4822",0.022463351,No,50.0,No
4889,"car_4823",0.10339081,No,50.0,No
4890,"car_4824",0.01461485,No,50.0,No
4891,"car_4825",0.032781124,No,50.0,No
4892,"car_4826",0.5544655,Yes,50.0,No
4893,"car_4827",0.119045705,No,50.0,Yes
4894,"car_4828",0.059684336,No,50.0,No
4895,"car_4829",0.41073984,No,50.0,No
4896,"car_4830",0.09604657,No,50.0,No
4897,"car_4831",0.080774724,No,50.0,No
4898,"car_4832",0.04669127,No,50.0,No
4899,"car_4833",0.021255404,No,50.0,No
4900,"car_4834",0.0613631,No,50.0,No
4901,"car_4835",0.27646282,No,50.0,No
4902,"car_4836",0.10506979,No,50.0,No
4903,"car_4837",0.21890467,No,50.0,No
4904,"car_4838",0.16924876,No,50.0,No
4905,"car_4839",0.08474338,No,50.0,No
4906,"car_4840",0.0380868,No,50.0,No
4907,"car_4841",0.8917097,Yes,50.0,No
4908,"car_4842",0.0028907359,No,50.0,No
4909,"car_4843",0.051904768,No,50.0,No
4910,"car_4844",0.004152,No,50.0,No
4911,"car_4845",0.22492927,No,50.0,No
4912,"car_4846",0.034593076,No,50.0,Yes
4913,"car_4847",0.0026757717,No,50.0,No
4914,"car_4848",0.02167049,No,50.0,No
4915,"car_4849",0.05543533,No,50.0,No
4916,"car_4850",0.012324393,No,50.0,No
4917,"car_4851",0.048941642,No,50.0,No
4918,"car_4852",0.7466004,Yes,50.0,No
4919,"car_4853",0.01459825,No,50.0,No
4920,"car_4854",0.00053316355,No,50.0,No
4921,"car_4855",0.45880482,No,50.0,No
4922,"car_4856",0.08340612,No,50.0,No
4923,"car_4857",0.18064618,No,50.0,No
4924,"car_4858",0.5939177,Yes,50.0,No
4925,"car_4859",0.0011692643,No,50.0,No
4926,"car_4860",0.009744346,No,50.0,No
4927,"car_4861",0.10987258,No,50.0,No
4928,"car_4862",0.43152645,No,50.0,No
4929,"car_4863",0.7675547,Yes,50.0,No
4930,"car_4864",0.07000831,No,50.0,No
4931,"car_4865",0.036321938,No,50.0,No
4932,"car_4866",0.16614315,No,50.0,No
4933,"car_4867",0.062757224,No,50.0,No
4934,"car_4868",0.28067464,No,50.0,No
4935,"car_4869",0.025523275,No,50.0,No
4936,"car_4870",0.08409521,No,50.0,Yes
4937,"car_4871",0.012221426,No,50.0,No
4938,"car_4872",0.03784111,No,50.0,No
4939,"car_4873",0.3898256,No,50.0,Yes
4940,"car_4874",0.04378462,No,50.0,No
4941,"car_4875",0.022407264,No,50.0,No
4942,"car_4876",0.085068494,No,50.0,No
4943,"car_4877",0.112711996,No,50.0,No
4944,"car_4878",0.05970466,No,50.0,No
4945,"car_4879",0.030422598,No,50.0,No
4946,"car_4880",0.10972661,No,50.0,No
4947,"car_4881",0.48215756,No,50.0,No
4948,"car_4882",0.5389055,Yes,50.0,No
4949,"car_4883",0.47643793,No,50.0,No
4950,"car_4884",0.030930161,No,50.0,Yes
4951,"car_4885",0.052621424,No,50.0,No
4952,"car_4886",0.045087695,No,50.0,No
4953,"car_4887",0.084757864,No,50.0,No
4954,"car_4888",0.22174227,No,50.0,No
4955,"car_4889",0.017950833,No,50.0,No
4956,"car_4890",0.31655458,No,50.0,No
4957,"car_4891",0.04082614,No,50.0,No
4958,"car_4892",0.07315734,No,50.0,No
4959,"car_4893",0.067451835,No,50.0,No
4960,"car_4894",0.9312415,Yes,50.0,No
4961,"car_4895",0.084978044,No,50.0,No
4962,"car_4896",0.013311923,No,50.0,No
4963,"car_4897",0.048795372,No,50.0,No
4964,"car_4898",0.012803912,No,50.0,Yes
4965,"car_4899",0.13253993,No,50.0,No
4966,"car_4900",0.031354755,No,50.0,No
